Drug Protein Probability
Thioridazine HTR1A 0.9153001
Thioridazine ADRA2C 0.98366886
Thioridazine OPRD1 0.9925685
Thioridazine CACNA1C 0.98009366
Thioridazine SLC6A2 0.9803861
Thioridazine PDE4B 0.946292
Thioridazine GABRA3 0.90966976
Thioridazine CHRM2 0.9984029
Thioridazine ADRA2B 0.96791136
Thioridazine HMGCR 0.98768103
Thioridazine DRD3 0.9431221
Thioridazine SLC6A3 0.9861056
Thioridazine HTR1D 0.9920942
Thioridazine ADRB2 0.9996693
Thioridazine CHRNA2 0.9308013
Thioridazine SLC6A4 0.9313031
Thioridazine GABRA1 0.9813067
Thioridazine HTR1B 0.978131
Thioridazine PTK2B 0.9556254
Thioridazine AOC3 0.98599166
Thioridazine PDE4A 0.98403394
Thioridazine HDAC8 0.95367086
Thioridazine MAOA 0.9374565
Thioridazine GABRB1 0.99961287
Thioridazine GABRB3 0.96075463
Thioridazine CACNB2 0.9962198
Thioridazine CACNA1D 0.9186172
Moricizine ADRA2C 0.9001644
Amphotericin B ADRA2A 0.90400213
Midazolam CHRM3 0.97725415
Midazolam KCNH2 0.99676174
Midazolam CHRM1 0.9866019
Midazolam DRD5 0.9505246
Midazolam ADRB1 0.98355144
Midazolam SCN5A 0.98527944
Midazolam PPARG 0.9216004
Midazolam ACE 0.98054445
Midazolam BCL2 0.9604133
Midazolam HTR1A 0.96980333
Midazolam HTR3A 0.9955883
Midazolam CA2 0.94900185
Midazolam RRM1 0.9679395
Midazolam DHFR 0.9650082
Midazolam ACCN2 0.9557587
Midazolam CHRM4 0.9861339
Midazolam CACNA1G 0.96322
Midazolam SLC6A2 0.99967694
Midazolam PDE4B 0.97234297
Midazolam ADRA1A 0.9960983
Midazolam HTR2C 0.9957461
Midazolam CHRM2 0.9724689
Midazolam ADRA1B 0.9898102
Midazolam OPRK1 0.9137061
Midazolam KCNJ1 0.9709552
Midazolam HTR7 0.9405301
Midazolam ADRB2 0.91155976
Midazolam SLC6A9 0.9113235
Midazolam AIFM1 0.94163024
Midazolam PDE4A 0.97821015
Midazolam PDE4D 0.9074835
Midazolam CACNB2 0.97682333
Midazolam PDE6G 0.97452706
Tobramycin CHRM1 0.9907425
Tobramycin ADRB2 0.98192596
Tobramycin NR3C1 0.98793846
Fludrocortisone PTGS1 0.9226302
Fludrocortisone CHRM3 0.97975516
Fludrocortisone KCNH2 0.97556144
Fludrocortisone GABRR1 0.9699154
Fludrocortisone SCN5A 0.9748984
Fludrocortisone ADRA2C 0.9716305
Fludrocortisone ADRB2 0.9342598
Fludrocortisone TOP2A 0.98107064
Fludrocortisone DRD2 0.9555331
Fludrocortisone GABRG2 0.9835096
Fludrocortisone GABRG3 0.97155523
Flurazepam PTGS1 0.99120635
Flurazepam DRD1 0.9490304
Flurazepam CHRM3 0.9470431
Flurazepam KCNH2 0.9669835
Flurazepam CHRM1 0.9513616
Flurazepam DRD5 0.9971854
Flurazepam PTGS2 0.9653535
Flurazepam HTR1A 0.9888657
Flurazepam CA2 0.9803324
Flurazepam CHRM4 0.9767476
Flurazepam SLC6A2 0.99932945
Flurazepam PDE4B 0.9570312
Flurazepam ADRA1A 0.9852899
Flurazepam CHRM2 0.9798835
Flurazepam HMGCR 0.9644733
Flurazepam OPRK1 0.93911076
Flurazepam HTR1D 0.9188228
Flurazepam SLC6A4 0.9204057
Flurazepam DRD2 0.99574184
Flurazepam PDE4A 0.95122284
Flurazepam CACNA1D 0.9571774
Moexipril PTGS1 0.9501121
Phentolamine CHRM1 0.9841659
Phentolamine AR 0.9131896
Phentolamine PTGS2 0.9793371
Phentolamine SLC6A2 0.90728617
Phentolamine TOP2A 0.96214044
Phentolamine SLC6A4 0.96449697
Phentolamine NR3C1 0.9849123
Phentolamine GABRB3 0.97104084
Phentolamine CACNA1S 0.93441635
Daunorubicin ESR1 0.99391335
Daunorubicin AR 0.95213
Daunorubicin ADRA2C 0.98572034
Daunorubicin CALM1 0.9656084
Daunorubicin ADRA2B 0.9945949
Daunorubicin NR3C1 0.9965753
Furosemide PPARG 0.9925598
Furosemide HTR1F 0.9188149
Furosemide GABRA3 0.942574
Furosemide HTR2C 0.92511034
Furosemide TOP2A 0.93685794
Furosemide DRD2 0.90816
Furosemide NR3C1 0.9746561
Ergotamine DRD1 0.9877368
Ergotamine ALOX5 0.9409607
Ergotamine PTGS2 0.9816188
Ergotamine ADRA2C 0.94578916
Ergotamine DRD4 0.9796696
Ergotamine CHRM4 0.96671057
Ergotamine OPRD1 0.9857064
Ergotamine PDE4B 0.9690738
Ergotamine CHRM2 0.94134367
Ergotamine DRD3 0.99410087
Ergotamine GABRA1 0.9966667
Ergotamine GABRB2 0.9964585
Tizanidine PTGS1 0.99380314
Tizanidine CHRM1 0.98732984
Tizanidine ESR1 0.9264199
Tizanidine DRD5 0.9542376
Tizanidine SCN5A 0.99933857
Tizanidine PPARG 0.9916447
Tizanidine PTGS2 0.9793982
Tizanidine HTR2B 0.9353938
Tizanidine SLC6A2 0.9914648
Tizanidine ADRA1A 0.96056354
Tizanidine CHRM2 0.99864656
Tizanidine HTR1D 0.9856661
Tizanidine SLC6A4 0.9063088
Tizanidine GABRA1 0.9736093
Tizanidine HTR1B 0.98038757
Tizanidine GABRB2 0.9729644
Eplerenone PTGS2 0.9335253
Eplerenone SLC6A2 0.97450995
Amprenavir ADRA2A 0.9150528
Methazolamide PTGS2 0.9076194
Methazolamide SLC6A2 0.9989949
Methazolamide GABRB3 0.9918864
Naltrexone SLC6A2 0.9775399
Naltrexone TOP2A 0.94179004
Delavirdine ADRA2A 0.90182304
Tamsulosin ADRA2A 0.96447456
Tamsulosin CA2 0.9170889
Tamsulosin SLC6A2 0.99785966
Tamsulosin GABRA1 0.9405774
Tamsulosin GABRG2 0.92472434
Sufentanil ADRB1 0.98428106
Sufentanil ADRA2A 0.9837802
Sufentanil SLC6A2 0.9147538
Sufentanil HTR2C 0.9843397
Sufentanil CHRM2 0.96598077
Sufentanil TOP2A 0.97059333
Sufentanil NR3C1 0.93378466
Sufentanil GABRA1 0.9221082
Lamivudine PTGS1 0.9299156
Lamivudine CHRM3 0.9344458
Lamivudine CHRM1 0.9874019
Lamivudine HRH2 0.9236925
Lamivudine ADRA2C 0.90588975
Flurbiprofen ADRA1B 0.9594428
Flurbiprofen SLC6A4 0.9333768
Flurbiprofen GABRB3 0.91280824
Oxacillin SCN5A 0.92164135
Oxacillin ADRA1A 0.9502341
Apomorphine PTGS1 0.9749349
Apomorphine CHRM3 0.99687874
Apomorphine CHRM1 0.9935522
Apomorphine P2RY12 0.9353895
Apomorphine SLC18A2 0.90631276
Apomorphine GABRR1 0.9841644
Apomorphine ADRB1 0.9972063
Apomorphine SCN10A 0.99332035
Apomorphine GABBR1 0.9494024
Apomorphine ACE 0.99044865
Apomorphine PTGS2 0.9553777
Apomorphine HTR3A 0.99789524
Apomorphine CALM1 0.92620486
Apomorphine OPRD1 0.9295287
Apomorphine CACNA1C 0.98986316
Apomorphine ENPP1 0.9037547
Apomorphine SLC6A2 0.9935766
Apomorphine PDE4B 0.9532828
Apomorphine ADRA1A 0.9053617
Apomorphine SLC12A1 0.9328521
Apomorphine MT-ND1 0.9945589
Apomorphine CHRM2 0.95289236
Apomorphine OPRK1 0.96994376
Apomorphine GRIN3A 0.9730559
Apomorphine SLC6A3 0.98663574
Apomorphine TNF 0.9714058
Apomorphine TSPO 0.99364895
Apomorphine CHRNA2 0.9558308
Apomorphine TOP2A 0.97399616
Apomorphine SLC6A4 0.9971884
Apomorphine EGFR 0.98000115
Apomorphine OPRM1 0.9994485
Apomorphine NR3C1 0.9914272
Apomorphine GABRA1 0.985493
Apomorphine CSF1R 0.92778164
Apomorphine ADORA2A 0.9962741
Apomorphine AOC3 0.97592634
Apomorphine ADRB3 0.9788381
Apomorphine PDE4A 0.99637115
Apomorphine TLR9 0.96602815
Apomorphine MAOA 0.9444277
Apomorphine GABBR2 0.9895578
Apomorphine CHRNA7 0.9930782
Apomorphine GABRB1 0.99867177
Apomorphine GABRB3 0.95490885
Apomorphine GABRB2 0.9082809
Apomorphine CACNA1S 0.93713015
Apomorphine CHRNA3 0.9431199
Apomorphine GABRG2 0.96007
Apomorphine GABRG1 0.97592556
Apomorphine GABRR2 0.9960813
Apomorphine GABRD 0.9192186
Paroxetine PTGS1 0.98733974
Paroxetine KCNH2 0.9151148
Paroxetine DRD5 0.91172683
Paroxetine PTGS2 0.9947535
Paroxetine OPRD1 0.91346884
Paroxetine GABRA4 0.9204484
Paroxetine PDE4B 0.9450799
Paroxetine SLC12A1 0.9750929
Paroxetine GABRA3 0.9092636
Paroxetine HTR2C 0.99623495
Paroxetine DRD3 0.994806
Paroxetine SLC6A3 0.9559337
Paroxetine TSPO 0.97856605
Paroxetine KCNA1 0.9492435
Paroxetine GABRA1 0.9604406
Paroxetine PDE4A 0.9953537
Paroxetine GABRB1 0.99396944
Paroxetine GABRB3 0.98508346
Paroxetine GABRB2 0.9773766
Paroxetine CACNA1D 0.99265903
Paroxetine GABRG3 0.9852771
Paroxetine GABRR2 0.9795654
Procaine DRD1 0.9071661
Procaine AR 0.93499345
Procaine HTR1A 0.9752892
Procaine HTR2B 0.9243853
Procaine CALM1 0.9924319
Procaine CHRM2 0.9812918
Procaine ADRA2B 0.91901803
Procaine CALY 0.953953
Procaine NR3C1 0.99824655
Imiquimod NOS2 0.977445
Imiquimod PTGS2 0.90642715
Imiquimod ACHE 0.98258144
Imiquimod SLC6A2 0.96480966
Imiquimod PDE4B 0.9799902
Imiquimod GABRA3 0.94877946
Imiquimod ADRA2B 0.96210337
Imiquimod GABRA1 0.9920465
Nitroglycerin PTGS1 0.91678715
Nitroglycerin PTGS2 0.95177007
Nitroglycerin SLC6A2 0.9558348
Rocuronium SCN5A 0.9784864
Rocuronium HTR2A 0.99314886
Rocuronium ADRA1A 0.93998706
Rocuronium SLC6A4 0.9878462
Rocuronium HTR1B 0.98865205
Nateglinide CHRM1 0.9341138
Nateglinide ADRA2A 0.9450678
Nateglinide CA2 0.9685136
Nateglinide CHRM4 0.98393226
Nateglinide SLC6A4 0.9141293
Nateglinide DRD2 0.979714
Atracurium CHRM5 0.9276514
Atracurium HTR2A 0.99784243
Atracurium DRD2 0.98094887
Atracurium GABRA1 0.95261264
Pralidoxime CHRM3 0.9889865
Pralidoxime GABRR1 0.9369852
Pralidoxime DRD5 0.9757843
Pralidoxime OPRM1 0.98918486
Pralidoxime GABRA1 0.97341293
Pralidoxime MAOB 0.9959943
Pralidoxime TOP2B 0.9747746
Pralidoxime GABRG2 0.9961463
Pralidoxime GABRR2 0.96024567
Risperidone ESR1 0.98046964
Risperidone ADRB1 0.9715737
Risperidone SCN5A 0.97718585
Risperidone ABCC8 0.9916049
Risperidone HTR3A 0.98214036
Risperidone CHRM4 0.97502047
Risperidone CALM1 0.9801711
Risperidone OPRD1 0.9396479
Risperidone GABRA4 0.9657082
Risperidone CHRM2 0.98241675
Risperidone OPRK1 0.95624024
Risperidone GRIN3A 0.9617634
Risperidone ADRB2 0.9588199
Risperidone CHRNA2 0.9181904
Risperidone NR3C1 0.9995431
Risperidone GABRA1 0.99114275
Risperidone HTR1B 0.93979096
Risperidone GABRB3 0.92904323
Risperidone KCND2 0.9161792
Riluzole CHRM3 0.960863
Riluzole CHRM5 0.9805565
Riluzole ADRA2C 0.95991224
Riluzole GABRA4 0.9479883
Riluzole ADRA1A 0.9684465
Riluzole NR3C1 0.9319578
Riluzole TREM1 0.9295052
Riluzole MAOB 0.91060185
Riluzole GABRR2 0.9232763
Modafinil DRD1 0.98080635
Modafinil CHRM3 0.9779196
Modafinil HTR4 0.9056755
Modafinil ADRA2A 0.9569602
Modafinil DRD4 0.98625165
Modafinil SLC6A2 0.9165104
Modafinil ADRA1A 0.9237857
Modafinil DRD3 0.938955
Modafinil OPRK1 0.9447739
Modafinil SLC6A4 0.9843115
Modafinil OPRM1 0.9602785
Modafinil GABRA1 0.9945148
Modafinil ADORA2A 0.92610896
Modafinil MAOA 0.9194887
Etodolac CHRM3 0.9639812
Etodolac ESR1 0.9543538
Etodolac PPARG 0.9510568
Etodolac CHRM4 0.9322922
Etodolac NR3C1 0.9699489
Prilocaine ADRA2A 0.99223083
Prilocaine CHRM2 0.98026377
Prilocaine DRD2 0.90857404
Prilocaine NR3C1 0.9943962
Epinastine PTGS1 0.96430016
Epinastine CHRM1 0.982248
Epinastine ESR1 0.9674385
Epinastine ADRB1 0.95813555
Epinastine ADRA2C 0.9858913
Epinastine ADRA2B 0.92427063
Epinastine CHRNA2 0.99492127
Epinastine DRD2 0.9677174
Epinastine NR3C1 0.9998276
Isoflurane ESR1 0.9776689
Isoflurane AR 0.9968188
Isoflurane SCN5A 0.9048688
Isoflurane ADRA2A 0.9565488
Isoflurane POLA1 0.9795513
Isoflurane CHRM2 0.99644476
Isoflurane GRIN3A 0.95449394
Isoflurane SLC6A3 0.95295465
Isoflurane DRD2 0.9926151
Isoflurane NR3C1 0.98958325
Isoflurane EGF 0.96378565
Isoflurane HDAC2 0.9395569
Ethotoin SLC6A2 0.9035174
Ethotoin ADRA1A 0.9887184
Ethotoin CHRM2 0.97939074
Ethotoin ADRA2B 0.98148155
Ethotoin SLC6A4 0.91907924
Ethotoin GABRA1 0.9082629
Hexachlorophene CHRM1 0.98905665
Hexachlorophene ADRB1 0.98308015
Hexachlorophene SCN5A 0.9554243
Hexachlorophene PTGS2 0.98357564
Hexachlorophene CHRM4 0.90823233
Hexachlorophene SLC6A2 0.96980524
Hexachlorophene DRD3 0.9131138
Hexachlorophene SLC6A4 0.9303172
Hexachlorophene GABRA1 0.95895004
Clopidogrel CHRM1 0.99724686
Tetracycline CHRM1 0.9282049
Tetracycline HTR1A 0.9448411
Tetracycline HTR1D 0.95601934
Tetracycline ADRB2 0.9660922
Meropenem CHRM3 0.9883052
Meropenem CHRM1 0.99953854
Meropenem SCN5A 0.96690625
Meropenem CHRM5 0.90233386
Meropenem ADRA1A 0.97127163
Meropenem HTR2C 0.97798675
Meropenem OPRM1 0.9846718
Meropenem NR3C1 0.9199614
Irinotecan AR 0.9482989
Methimazole CHRM1 0.9748716
Methimazole ADRB1 0.99559826
Methimazole HTR2A 0.9869703
Methimazole ADRA1A 0.9509916
Methimazole GABRA3 0.94350374
Methimazole TOP2A 0.92653686
Methimazole GABRA1 0.999358
Methimazole CACNA1H 0.91802716
Methimazole BCHE 0.9631958
Methimazole GABRD 0.9968309
Methimazole EIF2S3 0.9404163
Olopatadine CHRM1 0.99533725
Olopatadine SCNN1A 0.98045534
Olopatadine SCN5A 0.9935262
Olopatadine ABCC8 0.97519046
Olopatadine PPARG 0.98992795
Olopatadine ACE 0.91107684
Olopatadine PTGS2 0.979266
Olopatadine ADRA2A 0.96031886
Olopatadine HTR1A 0.9907246
Olopatadine CA2 0.9900086
Olopatadine ACHE 0.99739885
Olopatadine SLC6A2 0.9860531
Olopatadine ADRA1A 0.9000895
Olopatadine HTR2C 0.9428809
Olopatadine ADRA2B 0.9844214
Olopatadine DRD3 0.98619473
Olopatadine SLC6A3 0.947916
Olopatadine HTR1D 0.96416926
Olopatadine TSPO 0.9880873
Olopatadine SLC6A4 0.99861073
Olopatadine DRD2 0.9867619
Olopatadine KCNA1 0.9949215
Olopatadine GABRA1 0.9941299
Olopatadine HTR1B 0.99581075
Olopatadine CHRNA4 0.9514384
Olopatadine BCHE 0.9546243
Olopatadine S100A4 0.9957997
Etoposide CALM1 0.9981495
Oxcarbazepine HTR2C 0.96708983
Oxcarbazepine DRD2 0.9915262
Nalidixic Acid SLC6A2 0.9321906
Nalidixic Acid GABRA1 0.9607887
Phenelzine CHRM1 0.9814432
Phenelzine ADRB1 0.98438686
Phenelzine ACE 0.98856854
Phenelzine CHRM5 0.95178884
Phenelzine PTGS2 0.9360165
Phenelzine ADRA2A 0.9988667
Phenelzine ADRA2C 0.9952874
Phenelzine HTR2A 0.9932359
Phenelzine MMAB 0.94828695
Phenelzine SLC6A2 0.94516844
Phenelzine ADRA1A 0.9962568
Phenelzine CHRM2 0.94976354
Phenelzine ADRA1B 0.9313798
Phenelzine ADRA1D 0.9387397
Phenelzine MTRR 0.9391872
Propantheline NR3C1 0.9525837
Estradiol AGTR1 0.9149289
Estradiol CHRM1 0.91335714
Estradiol AR 0.9742138
Estradiol RARG 0.9012993
Estradiol PPARG 0.990044
Estradiol RXRA 0.9943116
Estradiol TOP2A 0.98786086
Estradiol OPRM1 0.9965836
Estradiol NR3C1 0.996896
Estradiol GABRA1 0.96490985
Estradiol PPARD 0.9075569
Mefenamic acid CHRM3 0.9027475
Perindopril CHRM3 0.98147786
Perindopril PTGS2 0.9278225
Perindopril ADRA2A 0.993129
Perindopril ADRA2C 0.9312589
Perindopril OPRM1 0.9982975
Perindopril GABRA1 0.9935262
Primidone CHRM3 0.9830489
Primidone CHRM1 0.947981
Primidone SCN5A 0.99932146
Primidone PTGS2 0.9977665
Primidone TYMS 0.9578302
Primidone HTR2A 0.9822146
Primidone ADRA1A 0.90865976
Primidone HTR1D 0.97177315
Primidone NR3C2 0.9597864
Primidone ADRA1D 0.915534
Primidone SLC6A4 0.9896401
Primidone DRD2 0.90386075
Primidone HTR1B 0.9521646
Primidone CHRNA3 0.91565293
Primidone GABRG3 0.97748613
Primidone GABRR2 0.9268663
Primidone HCRT 0.95344007
Sulfasalazine CHRM1 0.94859856
Sulfasalazine ESR1 0.92883366
Sulfasalazine ABCC8 0.9139405
Sulfasalazine HTR2A 0.91748863
Sulfasalazine SLC6A2 0.9459292
Sulfasalazine ADRA1A 0.9792221
Sulfasalazine CHRM2 0.99604106
Sulfasalazine ADRB2 0.9094893
Sulfasalazine CHRNA2 0.9215827
Sulfasalazine ESR2 0.9298139
Sulfasalazine NR3C1 0.9995172
Sulfasalazine PPARD 0.9977482
Sulfasalazine PDPK1 0.96236813
Sulfasalazine SCN4A 0.93873256
Sulfasalazine GABRB3 0.9411547
Sulfasalazine CHRNB4 0.95278066
Sulfasalazine AHR 0.96745235
Candesartan CHRM1 0.93721884
Candesartan ACE 0.90958613
Candesartan ADRA2A 0.98787284
Candesartan ADRA2C 0.9681786
Candesartan HMGCR 0.9396533
Candesartan ADRA1B 0.9921079
Candesartan GABRA1 0.99096805
Candesartan HTR1B 0.9252556
Tazarotene PPARG 0.99215466
Tazarotene ADRA2A 0.9789757
Tazarotene ACHE 0.96366704
Tazarotene HTR2A 0.9908354
Tazarotene SLC6A4 0.99197
Tazarotene NR3C1 0.99196166
Tazarotene MED1 0.92907214
Fenoldopam CHRM3 0.9726552
Fenoldopam CHRM1 0.9104903
Fenoldopam PTGS2 0.973825
Fenoldopam HTR1A 0.9479072
Fenoldopam SLC6A2 0.9411975
Fenoldopam PDE4B 0.96651655
Fenoldopam ADRA1A 0.9865146
Fenoldopam HTR2C 0.9757928
Fenoldopam PDE4D 0.9283161
Alfentanil CHRM1 0.955309
Alfentanil PTGS2 0.92813647
Alfentanil ADRA2A 0.91594
Alfentanil OPRD1 0.9742536
Alfentanil NR3C1 0.9403977
Dicyclomine ADRA2A 0.9620686
Dicyclomine ADRA2C 0.9744523
Dicyclomine ADRA2B 0.9902138
Dicyclomine GABRD 0.9286017
Pentoxifylline PTGS1 0.9952049
Pentoxifylline DRD1 0.9994247
Pentoxifylline CHRM3 0.9993389
Pentoxifylline CHRM1 0.99739456
Pentoxifylline DRD5 0.9619076
Pentoxifylline PTGS2 0.9991487
Pentoxifylline ADRA2A 0.9937889
Pentoxifylline DHFR 0.98849815
Pentoxifylline CHRM4 0.97270375
Pentoxifylline OPRD1 0.9200093
Pentoxifylline ACHE 0.9944419
Pentoxifylline SLC6A2 0.99982625
Pentoxifylline CHRM2 0.99632794
Pentoxifylline OPRK1 0.99912685
Pentoxifylline GRIN3A 0.98323894
Pentoxifylline KCNJ1 0.9668309
Pentoxifylline SLC6A4 0.96958387
Pentoxifylline DRD2 0.9823653
Pentoxifylline OPRM1 0.9993253
Pentoxifylline GABRA1 0.99755543
Pentoxifylline EIF4E 0.9144506
Pentoxifylline GABRB1 0.96868646
Pentoxifylline GABRB3 0.99521375
Pentoxifylline CACNB2 0.97050166
Pentoxifylline CACNA1D 0.97327304
Pentoxifylline CA9 0.9202282
Pentoxifylline CYTH2 0.90587354
Indapamide CHRM3 0.9507817
Indapamide ADRB1 0.99406
Indapamide SCN5A 0.99968493
Indapamide ADRA1A 0.9963291
Indapamide ADRA1B 0.9987231
Indapamide ADRA1D 0.95600986
Indapamide NR3C1 0.9395597
Tropicamide GABBR1 0.9289279
Tropicamide ADRA2A 0.96226954
Tropicamide CALM1 0.9380626
Tropicamide HTR2C 0.9551207
Tropicamide OPRK1 0.9656554
Tropicamide GRIN3A 0.9112378
Tropicamide SLC6A3 0.9948431
Tropicamide DRD2 0.9302242
Tropicamide NR3C1 0.9015423
Tropicamide GABRA1 0.96374464
Biperiden CHRNA4 0.9336164
Ribavirin ADORA1 0.9262501
Ribavirin PTGS1 0.99459165
Ribavirin CHRM1 0.9569757
Ribavirin SCN10A 0.9933395
Ribavirin PTGS2 0.97046787
Ribavirin CA2 0.99898046
Ribavirin ADRA2C 0.9729455
Ribavirin HTR2B 0.9875
Ribavirin CHRM4 0.9164889
Ribavirin SLC6A2 0.9998247
Ribavirin CHRM2 0.99745494
Ribavirin ADRA2B 0.9334995
Ribavirin DRD3 0.98695
Ribavirin SLC6A3 0.9927989
Ribavirin SLC6A4 0.99988115
Ribavirin GABRA1 0.9625673
Ribavirin HTR1B 0.92297846
Ribavirin NAGPA 0.90915847
Ribavirin CHRNA7 0.93715286
Ribavirin GABRB3 0.9979462
Ribavirin GABRB2 0.92535055
Fentanyl CHRM1 0.9864457
Fentanyl DRD5 0.951845
Fentanyl ADRA2A 0.9979607
Fentanyl GABRA1 0.99204165
Fentanyl ADORA2A 0.93466
Meloxicam CHRM1 0.9929068
Meloxicam ADRB1 0.9982161
Meloxicam ADRA2A 0.9996221
Meloxicam ADRA2C 0.9156226
Meloxicam OPRD1 0.94822305
Meloxicam ADRA1A 0.9833883
Meloxicam HTR2C 0.9197506
Meloxicam ADRA1B 0.9233191
Meloxicam HTR1D 0.98569804
Meloxicam HTR1B 0.9518717
Propofol DRD5 0.98502153
Propofol SCN10A 0.9010938
Propofol PTGS2 0.9220891
Propofol CA2 0.9679593
Propofol GABRA4 0.9260425
Propofol SLC6A2 0.96145153
Propofol SLC12A1 0.9359409
Propofol GABRA1 0.9907828
Propofol PDE4A 0.977992
Propofol GABRR2 0.9157567
Acetazolamide PTGS1 0.9845009
Acetazolamide GABRR1 0.90081084
Acetazolamide DRD5 0.9765023
Acetazolamide ADRB1 0.9264118
Acetazolamide SCN5A 0.9023938
Acetazolamide PTGS2 0.9280323
Acetazolamide DRD4 0.98275375
Acetazolamide HTR2B 0.9263398
Acetazolamide CHRM4 0.9977568
Acetazolamide SLC6A2 0.9772753
Acetazolamide CHRM2 0.9283227
Acetazolamide ADRA2B 0.96677554
Acetazolamide HTR1D 0.9312953
Acetazolamide OPRM1 0.9832448
Acetazolamide NR3C1 0.9062189
Acetazolamide GABRA1 0.999765
Acetazolamide ADORA2A 0.9410575
Acetazolamide PDE4A 0.995545
Acetazolamide MAOA 0.9603116
Acetazolamide GABRB1 0.91727144
Acetazolamide GABRB2 0.9478535
Acetazolamide PDE6G 0.90931225
Tadalafil PTGS1 0.9341589
Tadalafil CHRM3 0.93285084
Tadalafil KCNH2 0.99397117
Tadalafil CHRM1 0.99617296
Tadalafil PTGS2 0.9663404
Tadalafil CA2 0.91326576
Tadalafil SLC6A2 0.988111
Tadalafil ADRA1A 0.9339635
Tadalafil GABRA3 0.91132194
Tadalafil ADRA2B 0.95052487
Tadalafil DRD2 0.95712245
Tadalafil GABRA1 0.9952181
Tadalafil PDE6G 0.9303335
Disulfiram PTGS1 0.97162163
Disulfiram AR 0.99483716
Disulfiram SCN10A 0.9911247
Disulfiram PPARG 0.93437743
Disulfiram CHRM5 0.96663964
Disulfiram HTR2A 0.9051191
Disulfiram CHRM2 0.93353236
Natamycin OPRM1 0.97827166
Fosfomycin HTR2A 0.9691413
Diazepam DRD1 0.9667643
Diazepam DRD5 0.9993593
Diazepam ADRA2A 0.9007386
Diazepam HTR1A 0.99322444
Diazepam DHFR 0.92327255
Diazepam ADRA2C 0.94180274
Diazepam OPRD1 0.91038007
Diazepam SLC6A2 0.9998988
Diazepam PDE4B 0.9348651
Diazepam ADRA1A 0.9598783
Diazepam HTR2C 0.9916164
Diazepam CHRM2 0.9404364
Diazepam ADRA1B 0.9949181
Diazepam GRIN3A 0.98505175
Diazepam HTR1D 0.9505752
Diazepam ADRA1D 0.9200545
Diazepam SLC6A4 0.9932296
Diazepam DRD2 0.9562948
Diazepam HTR1B 0.99207014
Diazepam CHRNA4 0.9930427
Diazepam SLC6A9 0.9240005
Diazepam PDE4A 0.9706561
Diazepam MTOR 0.9179127
Trifluoperazine DRD5 0.9818382
Trifluoperazine SCN10A 0.96312183
Trifluoperazine PTGS2 0.9541875
Trifluoperazine ADRA2A 0.9650644
Trifluoperazine HTR1A 0.9629963
Trifluoperazine HTR2C 0.98099005
Trifluoperazine CHRM2 0.989537
Trifluoperazine ADRA1B 0.97310716
Trifluoperazine TSPO 0.96074635
Trifluoperazine NR3C1 0.966301
Trifluoperazine GABRA1 0.9796693
Trifluoperazine S100B 0.90285605
Trifluoperazine GABRG2 0.9643038
Cefaclor NR3C1 0.960095
Mifepristone ESR1 0.99902356
Mifepristone AR 0.999097
Mifepristone CALM1 0.93382365
Mifepristone TUBA4A 0.9396207
Mifepristone AHR 0.96974474
Brompheniramine DRD1 0.9981527
Brompheniramine HTR2B 0.997343
Brompheniramine TOP2A 0.9152789
Brompheniramine EGFR 0.9490691
Brompheniramine NR3C1 0.9932054
Loperamide ACE 0.9005528
Loperamide HTR2A 0.9834464
Loperamide SLC6A2 0.9396063
Loperamide ADRA1A 0.9640449
Loperamide CHRM2 0.98629606
Loperamide TOP2A 0.99302316
Loperamide DRD2 0.9948671
Loperamide EGFR 0.9752887
Loperamide NR3C1 0.9993899
Loperamide GABRA1 0.9861626
Loperamide CHRNA4 0.95359635
Loperamide GABRB2 0.90538377
Tolazamide PTGS1 0.9926282
Tolazamide SCN5A 0.9314599
Tolazamide ADRA2A 0.9763642
Tolazamide HTR2C 0.9416702
Tolazamide ADRB2 0.94698477
Tolazamide NR3C1 0.97980464
Tolazamide GABRA1 0.98999435
Tolazamide PGD 0.9006955
Oxazepam PTGS1 0.9989347
Oxazepam CHRM3 0.9927303
Oxazepam KCNH2 0.9079721
Oxazepam ABCC8 0.9856464
Oxazepam PPARG 0.9629744
Oxazepam CHRM5 0.99877626
Oxazepam PTGS2 0.9677697
Oxazepam ADRA2C 0.9914854
Oxazepam CHRM4 0.92241406
Oxazepam ACHE 0.9585627
Oxazepam SLC6A2 0.99947935
Oxazepam ADRA1A 0.94470584
Oxazepam HTR2C 0.98016
Oxazepam CHRM2 0.92054945
Oxazepam GRIN3A 0.96123195
Oxazepam HTR1D 0.9147231
Oxazepam DRD2 0.90950173
Oxazepam OPRM1 0.95086455
Oxazepam HTR1B 0.99147415
Oxazepam CHRNA4 0.9286311
Oxazepam BCHE 0.90799785
Oxazepam MAOB 0.9960841
Oxazepam MAOA 0.9889942
Oxazepam CHRNA7 0.932996
Oxazepam ATP6V1A 0.9015858
Donepezil CHRM1 0.93122935
Donepezil CHRM4 0.9561826
Donepezil SLC6A2 0.9252005
Donepezil SLC6A4 0.995817
Donepezil GABRA1 0.9700651
Donepezil HTR1B 0.9408335
Nalbuphine ADRA2A 0.9454485
Nalbuphine GABRA1 0.98877513
Perphenazine TOP2A 0.9748386
Dacarbazine CHRM3 0.99431014
Dacarbazine CHRM1 0.98748314
