Drug Protein Probability
565 461 0.9711329
565 462 0.99742436
565 562 0.9880783
565 1012 0.9132609
565 1169 0.9949785
565 1171 0.9663788
566 46 0.90468866
566 122 0.97288007
566 165 0.9759394
566 184 0.99617434
566 257 0.984379
566 279 0.9952726
566 323 0.97649175
566 395 0.99761117
566 431 0.97120506
566 436 0.99020725
566 697 0.92514205
567 35 0.9505942
567 195 0.96197814
567 327 0.94736123
567 347 0.97387546
567 367 0.9261298
567 441 0.99187577
567 460 0.9031912
568 1 0.92507094
568 27 0.98827946
568 50 0.9978758
568 84 0.90821224
568 99 0.9884935
568 109 0.99993336
568 151 0.98215336
568 247 0.96220213
568 260 0.9121996
568 311 0.9798636
568 375 0.99525696
568 408 0.9562082
568 436 0.99986887
568 462 0.9997862
568 552 0.9768887
568 917 0.9321927
568 1174 0.9217619
570 3 0.90224504
570 7 0.9103136
570 11 0.92092943
570 13 0.9302084
570 46 0.94646925
570 72 0.9818424
570 84 0.9593141
570 96 0.9152775
570 100 0.911065
570 103 0.99664056
570 109 0.9934267
570 125 0.9827808
570 151 0.9948972
570 165 0.99975127
570 166 0.9994112
570 176 0.9972139
570 186 0.9271606
570 244 0.9923913
570 247 0.9886646
570 258 0.9319696
570 272 0.9681054
570 274 0.99891376
570 280 0.96614534
570 303 0.9798421
570 310 0.97938216
570 320 0.95239884
570 328 0.9663499
570 329 0.99669206
570 331 0.9428249
570 347 0.93919986
570 358 0.92592096
570 359 0.98953617
570 362 0.9289677
570 363 0.96360725
570 367 0.9952525
570 369 0.993233
570 375 0.998713
570 425 0.9606557
570 436 0.9999207
570 453 0.9475838
570 461 0.9920161
570 462 0.9986707
570 476 0.99958533
570 547 0.972073
570 562 0.9816544
570 577 0.96977085
570 859 0.99883527
570 860 0.9298271
570 917 0.9564534
570 941 0.9307619
570 998 0.9495221
570 1169 0.97286713
570 1170 0.9972256
570 1171 0.99825364
570 1499 0.9757534
570 1508 0.9875415
571 11 0.9522463
571 27 0.9638151
571 50 0.9838653
571 99 0.9294662
571 165 0.9303587
571 233 0.9150906
571 257 0.97134787
571 323 0.9609316
571 436 0.91477984
571 461 0.92285156
571 462 0.94551617
571 989 0.9980683
573 11 0.9005629
573 49 0.92302734
573 50 0.9728589
573 165 0.9195053
573 224 0.9913857
573 244 0.9730849
573 279 0.9966792
573 289 0.9081633
573 310 0.9384213
573 395 0.9593929
573 431 0.9123293
573 441 0.9941255
573 461 0.99000436
573 989 0.96082395
574 7 0.9760825
574 11 0.9868722
574 27 0.9984207
574 34 0.99923384
574 84 0.9859547
574 96 0.91888756
574 99 0.9998987
574 125 0.9953803
574 146 0.90807384
574 165 0.99974936
574 166 0.9978836
574 197 0.90891165
574 260 0.9815037
574 272 0.98772174
574 279 0.9719601
574 280 0.99121606
574 281 0.90589035
574 289 0.9936103
574 292 0.9742028
574 323 0.9978921
574 329 0.99973994
574 360 0.9602535
574 369 0.96502334
574 395 0.9783956
574 408 0.99140257
574 436 0.9911067
574 443 0.9675373
574 453 0.9537346
574 506 0.9868047
574 529 0.9791229
574 547 0.91411406
574 557 0.9395817
574 622 0.98919815
574 644 0.95066524
574 654 0.9477168
574 723 0.98914355
574 727 0.9036243
574 740 0.98644036
574 815 0.9485338
574 917 0.9939686
574 988 0.984361
574 989 0.94754744
574 990 0.96566576
574 1140 0.9433972
574 1152 0.95488966
574 1157 0.95541435
574 1167 0.9497215
574 1176 0.9392815
574 1206 0.9610767
574 1382 0.9415737
574 1482 0.9312177
574 1491 0.9889809
575 11 0.90721
575 61 0.9928343
575 165 0.9863751
575 436 0.9980399
575 461 0.9111182
576 84 0.9548304
576 244 0.94903535
576 327 0.99344987
576 461 0.98916656
576 1171 0.99699783
577 7 0.96527696
577 13 0.9917887
577 27 0.98582107
577 165 0.9711449
577 244 0.92926437
577 331 0.9278623
577 367 0.91943824
577 436 0.95122385
577 443 0.9259973
578 109 0.9794653
578 257 0.9615624
579 50 0.997924
579 279 0.94490653
580 50 0.9864195
580 68 0.9999436
580 74 0.999997
580 242 0.9975414
580 257 0.9098739
580 321 0.91774243
580 348 0.9498067
580 395 0.97033733
580 427 0.9900358
580 458 0.9759888
580 460 0.9999782
580 573 0.99900347
580 609 0.9450948
580 638 0.9699823
580 992 0.9003804
580 1030 0.92424905
580 1203 0.9881522
580 1467 0.9721709
581 7 0.94186705
581 11 0.97876215
581 84 0.98054355
581 99 0.9987004
581 109 0.9994141
581 140 0.9626468
581 151 0.99986434
581 165 0.9989888
581 195 0.9986494
581 224 0.986368
581 241 0.9176572
581 257 0.9828082
581 260 0.9373003
581 274 0.9911425
581 280 0.97094834
581 289 0.99658525
581 310 0.9409648
581 323 0.99957854
581 327 0.96182954
581 329 0.97216743
581 331 0.9792063
581 359 0.98766184
581 367 0.99961865
581 408 0.9822463
581 424 0.90936744
581 436 0.9767039
581 460 0.9985863
581 461 0.97763515
581 990 0.9864769
581 994 0.9441222
581 995 0.9857077
582 3 0.99050224
582 5 0.92301595
582 7 0.97010684
582 20 0.93352294
582 27 0.972898
582 84 0.93766785
582 99 0.9999341
582 100 0.99298906
582 125 0.94128007
582 151 0.93154126
582 165 0.99201435
582 233 0.9822918
582 244 0.94108504
582 247 0.9155957
582 257 0.992661
582 280 0.98774683
582 289 0.99909246
582 329 0.9990897
582 331 0.9183165
582 358 0.9506183
582 367 0.95634776
582 395 0.9408535
582 408 0.97990215
582 424 0.99119085
582 431 0.9038719
582 436 0.98944587
582 443 0.9800357
582 460 0.97156703
582 547 0.9837208
582 917 0.9584101
582 989 0.9543155
582 990 0.9157925
582 995 0.9040998
582 1168 0.9747506
582 1169 0.9393516
582 1171 0.97239065
583 11 0.93772644
583 244 0.9740529
583 257 0.9585092
583 460 0.9966363
584 50 0.9994222
584 310 0.9225223
585 99 0.99515533
585 151 0.93964505
585 310 0.9853382
585 328 0.92763716
586 99 0.9981323
586 125 0.9935759
586 165 0.9878044
586 280 0.9912436
586 460 0.961083
586 461 0.95346457
586 766 0.9566191
586 860 0.9135239
587 50 0.9586806
587 100 0.99410963
587 141 0.92438716
587 151 0.99734986
587 279 0.996012
587 323 0.91540974
587 367 0.9918703
587 380 0.95942724
587 986 0.9088114
588 50 0.97342366
588 120 0.9795624
588 165 0.9931251
588 233 0.9910246
588 257 0.96886426
588 427 0.90413463
588 1149 0.9072149
589 27 0.99988806
589 40 0.95381093
589 46 0.9362364
589 50 0.9957419
589 61 0.96001554
589 74 0.9733569
589 93 0.9899428
589 99 0.9929852
589 109 0.99420565
589 116 0.9928772
589 120 0.9915099
589 125 0.94249827
589 140 0.9703087
589 176 0.9774031
589 233 0.939136
589 274 0.9109503
589 323 0.9980878
589 363 0.97496915
589 367 0.9990464
589 395 0.9638884
589 424 0.9834592
589 427 0.99695814
589 431 0.99584854
589 443 0.98942274
589 453 0.94388914
589 460 0.9939149
589 461 0.98468274
589 571 0.9545531
589 989 0.97257024
590 165 0.99677074
590 279 0.9151142
590 381 0.9683756
590 461 0.9769762
591 7 0.97333616
591 84 0.9794572
591 151 0.9036431
591 165 0.97324264
591 195 0.9305869
591 244 0.9984273
591 279 0.9672366
591 310 0.9674788
591 327 0.93892276
591 381 0.9320509
591 424 0.9549582
591 436 0.91880983
591 454 0.9147332
591 855 0.9543555
591 1171 0.9700959
592 99 0.9511991
592 195 0.95195645
592 329 0.90515155
592 395 0.99569523
592 408 0.95319045
593 59 0.9577573
593 61 0.9681966
593 165 0.9873382
593 310 0.960607
594 13 0.9389553
594 27 0.9214087
594 50 0.9998124
594 166 0.91982037
594 222 0.9199304
594 233 0.98519915
594 274 0.90934896
594 279 0.9140766
594 289 0.991679
594 395 0.92016906
594 431 0.98515147
594 436 0.98885834
594 1168 0.9344148
596 460 0.90553284
597 23 0.945591
597 50 0.9999869
597 99 0.9718071
597 109 0.9136285
597 140 0.9993973
597 195 0.997279
597 243 0.9660948
597 274 0.96515614
597 279 0.99704117
597 310 0.9919084
597 327 0.9842858
597 375 0.99399525
597 436 0.9299786
597 990 0.9746021
598 11 0.9418033
598 27 0.95540047
598 50 0.9895382
598 91 0.91886115
598 99 0.99652654
598 107 0.91614664
598 109 0.99955064
598 120 0.9804699
598 122 0.9879522
598 141 0.9505812
598 143 0.96328604
598 151 0.993453
598 184 0.9538015
598 186 0.9624632
598 244 0.9727702
598 279 0.9940103
598 323 0.99895525
598 328 0.94568545
598 359 0.9989844
598 363 0.99475276
598 380 0.9907141
598 395 0.9877724
598 424 0.9995689
598 431 0.9946367
598 453 0.99805033
598 460 0.97794366
598 461 0.92281884
598 476 0.98172057
598 547 0.91900575
598 614 0.930999
598 988 0.93933594
598 990 0.95829785
598 1171 0.96226096
599 50 0.99863774
599 151 0.9593911
600 50 0.9868494
600 165 0.9881585
600 244 0.978446
600 323 0.9698836
600 1171 0.9697054
601 50 0.9464423
601 74 0.9697183
601 257 0.99453175
601 323 0.9430853
601 329 0.94699866
601 436 0.9824882
602 165 0.9827675
602 365 0.94008726
602 443 0.971502
604 11 0.91960144
606 50 0.9865796
607 50 0.9153728
608 27 0.9244136
608 84 0.9269772
608 140 0.98211783
608 165 0.9629325
608 224 0.978542
608 264 0.9456398
608 274 0.9867757
608 279 0.9438441
608 280 0.96169204
608 310 0.98622245
608 320 0.93803006
608 327 0.935492
608 328 0.9805192
608 329 0.9443103
608 363 0.9336134
608 369 0.9082626
608 431 0.9051983
608 436 0.9534089
608 460 0.92422265
608 569 0.9047471
608 941 0.95587873
608 1082 0.97844267
608 1407 0.976913
610 50 0.9876226
610 99 0.98972404
610 320 0.90522325
610 331 0.96422446
610 990 0.9318469
611 13 0.99118996
611 99 0.9926916
611 165 0.97113323
611 279 0.96175224
611 369 0.9835576
611 436 0.9601561
611 443 0.9490911
611 461 0.9796831
611 462 0.95743304
612 99 0.9824133
612 242 0.9867437
612 289 0.95795274
612 310 0.91974896
612 494 0.9003081
613 11 0.96246076
613 61 0.95172024
614 68 0.9573011
614 74 0.997997
614 176 0.93419296
614 242 0.9993656
614 443 0.9828493
614 460 0.98852974
614 1005 0.9739247
615 50 0.99051005
615 74 0.9812015
615 165 0.91655827
615 395 0.9918189
615 431 0.9795758
616 11 0.9993106
616 27 0.92827064
616 109 0.9923193
616 140 0.94689393
616 151 0.9973015
616 224 0.9222154
616 279 0.985386
616 318 0.96701574
616 323 0.9530064
616 462 0.92492425
617 3 0.9956702
617 11 0.935955
617 68 0.9675337
617 83 0.97100407
617 85 0.99295783
617 99 0.9980088
617 100 0.9985905
617 109 0.9999373
617 124 0.93545985
617 125 0.93173367
617 141 0.97408324
617 151 0.9808961
617 186 0.9429528
617 244 0.99268275
617 247 0.9033951
617 272 0.9744588
617 274 0.99729997
617 279 0.97805554
617 321 0.9282952
617 359 0.93863153
617 367 0.9556167
617 395 0.93948466
617 431 0.9975273
617 453 0.9871623
617 461 0.999554
617 473 0.9866888
617 622 0.9054167
617 697 0.9473608
617 728 0.98824257
617 853 0.9511425
617 917 0.9558724
617 990 0.9960473
617 1080 0.944827
617 1167 0.9951155
617 1169 0.98814166
617 1170 0.9833657
617 1171 0.9764435
617 1174 0.96940136
617 1401 0.95481026
617 1508 0.96165556
618 11 0.9994242
618 13 0.93674064
618 50 0.9739949
618 61 0.91837287
618 195 0.9959131
618 257 0.9922356
618 279 0.97423494
618 312 0.9945966
618 327 0.99721694
618 443 0.9832395
618 460 0.9411617
618 462 0.9723913
618 1215 0.94652134
619 11 0.99357235
619 50 0.9979456
619 74 0.997971
619 99 0.9892881
619 100 0.9343156
619 109 0.9887833
619 165 0.9977101
619 186 0.9953471
619 257 0.9903447
619 303 0.9562928
619 375 0.978986
619 460 0.9994986
619 461 0.94515854
619 662 0.99609536
619 989 0.9324505
622 165 0.9049758
622 279 0.9878028
622 323 0.91825306
622 988 0.96804035
623 11 0.90355635
623 27 0.970509
623 84 0.97264344
623 99 0.93535984
623 151 0.99323505
623 190 0.9523259
623 279 0.9972832
623 280 0.9541678
623 303 0.9487831
623 323 0.99601364
623 431 0.9967069
623 994 0.93785644
623 1149 0.9482711
623 1171 0.974498
623 1203 0.9003529
624 46 0.97904634
624 49 0.98726153
624 99 0.9927529
624 233 0.918518
624 279 0.9959061
624 303 0.9765521
624 310 0.9339943
624 323 0.99770254
624 328 0.99879503
624 766 0.93603235
624 858 0.908147
624 925 0.9847147
624 988 0.99115753
624 989 0.94756347
624 990 0.93446124
624 994 0.9870401
625 99 0.9999459
625 122 0.93140906
625 125 0.91546607
625 224 0.9481454
625 244 0.99939513
625 261 0.98971456
625 279 0.9845712
625 359 0.9966666
625 363 0.9612227
625 365 0.96406883
625 367 0.99150026
625 431 0.9985764
625 443 0.98236865
625 461 0.9999665
625 547 0.98627394
625 988 0.99365425
625 990 0.9727691
625 1167 0.9943058
626 50 0.928037
626 82 0.9445916
626 165 0.9944231
626 395 0.9953269
626 424 0.99451184
626 571 0.95481116
626 1203 0.9405782
627 13 0.9351449
627 27 0.98307264
627 50 0.9093737
627 84 0.98398685
627 99 0.99688125
627 103 0.9297977
627 109 0.9978776
627 151 0.9939796
627 165 0.9973736
627 176 0.9602763
627 222 0.90376794
627 244 0.96335727
627 289 0.9963977
627 303 0.9046536
627 327 0.95186013
627 329 0.9944377
627 331 0.9936147
627 369 0.9458482
627 443 0.9396328
627 461 0.9687085
627 622 0.91806334
627 989 0.9924827
628 7 0.9202824
628 84 0.9897086
628 140 0.95602673
628 165 0.94553244
628 327 0.9608299
628 369 0.9705959
628 443 0.9229136
628 917 0.9287011
629 27 0.97854006
629 49 0.9832359
629 84 0.98591703
629 100 0.9575357
629 109 0.93822795
629 198 0.9130388
629 289 0.9694439
629 310 0.995544
629 312 0.9659593
630 50 0.958839
630 99 0.94202834
630 244 0.9718559
630 427 0.9782106
630 443 0.956025
632 68 0.9662045
632 99 0.9778447
632 222 0.9066803
632 371 0.9316967
632 395 0.99898535
632 414 0.94944805
632 497 0.9636074
632 647 0.9647172
632 653 0.9785565
632 765 0.95218337
632 771 0.95283264
632 782 0.93451715
632 990 0.9979984
632 1120 0.99796695
632 1331 0.9207118
632 1336 0.9958294
634 289 0.9116003
634 443 0.9712712
634 461 0.98987585
635 289 0.9697972
635 436 0.99674654
636 176 0.94938743
637 11 0.9852594
638 27 0.9750209
638 84 0.94487524
638 165 0.9537115
638 222 0.9724071
638 233 0.9983896
638 257 0.96015936
638 289 0.98024356
638 303 0.95621145
638 323 0.99937004
638 331 0.97934157
638 395 0.9976305
638 461 0.99637693
638 462 0.9099544
638 486 0.9525327
638 587 0.94603384
638 636 0.92579776
638 723 0.9393672
638 878 0.90794027
638 999 0.9964168
638 1019 0.9913891
638 1155 0.99026793
638 1420 0.9334588
639 50 0.9994306
639 257 0.95218384
639 310 0.9014966
639 331 0.91539645
639 424 0.9848626
639 495 0.9914458
639 497 0.9061401
640 13 0.9307744
640 461 0.91090924
641 13 0.9207727
641 74 0.97387505
641 165 0.91930836
641 257 0.9999242
641 279 0.9613744
641 323 0.90976477
641 329 0.91992897
641 363 0.9727056
641 427 0.99874073
641 460 0.9928074
641 461 0.9460611
642 165 0.98226327
643 99 0.9725543
643 165 0.9398234
644 7 0.9794717
644 176 0.9222702
644 289 0.96021056
646 27 0.9106178
646 99 0.9834005
646 165 0.9960776
647 165 0.975615
648 50 0.9244072
648 367 0.93687886
649 367 0.9736093
651 13 0.93130493
651 289 0.9023153
651 436 0.90631783
652 151 0.9898164
653 13 0.9585817
653 50 0.95563763
653 166 0.9385942
653 195 0.9550565
653 247 0.9886248
653 257 0.9235818
653 923 0.92655253
653 925 0.9788496
653 1151 0.9784641
654 989 0.92773634
655 11 0.939338
655 50 0.99132466
655 151 0.9930756
655 274 0.962022
655 323 0.90658486
655 461 0.9108963
655 462 0.9377798
655 766 0.92520213
655 853 0.9292059
655 989 0.9953825
656 140 0.9848124
656 436 0.9570374
656 460 0.921567
656 1169 0.96247303
656 1171 0.9597931
657 139 0.93487257
657 279 0.9328574
657 395 0.9800136
657 427 0.9786462
657 460 0.9847222
657 1012 0.97335964
658 279 0.9741566
659 29 0.977375
659 68 0.99685365
659 99 0.9878207
659 116 0.9819665
659 140 0.95132834
659 151 0.99263376
659 165 0.99786395
659 184 0.93292356
659 395 0.9482612
659 460 0.9921415
659 1203 0.957273
659 1234 0.9001064
660 27 0.9194425
661 99 0.99980754
661 279 0.9601607
661 303 0.944261
661 395 0.9887544
661 461 0.95050997
661 989 0.9121583
662 50 0.95382124
662 151 0.9905657
662 242 0.94986314
662 247 0.93151754
662 327 0.99177116
662 431 0.9844589
662 460 0.9697883
662 546 0.98214895
662 637 0.9684709
662 994 0.9343576
662 1139 0.95958143
662 1221 0.9194675
663 61 0.96364003
663 165 0.92490506
663 186 0.934825
663 367 0.93996733
663 395 0.98889565
663 436 0.95214856
664 11 0.94758576
664 34 0.9283382
664 50 0.99510276
664 165 0.97399545
664 244 0.90967125
664 323 0.99108106
664 329 0.9092662
664 989 0.99493545
668 13 0.9899879
668 27 0.96842885
668 99 0.9117855
668 165 0.9298733
668 279 0.96278447
668 289 0.9784449
668 323 0.9381026
668 408 0.9133969
668 460 0.9993851
668 461 0.98797566
669 11 0.9162519
669 50 0.999977
669 84 0.99900275
669 99 0.99882513
669 100 0.92412907
669 109 0.91340744
669 116 0.93983096
669 140 0.9898369
669 166 0.9399545
669 195 0.9912907
669 226 0.9842532
669 249 0.92569923
669 257 0.9641659
669 280 0.97082055
669 289 0.99997735
669 310 0.9991571
669 327 0.95697224
669 329 0.99719584
669 359 0.969537
669 365 0.9457414
669 369 0.9570132
669 375 0.9769051
669 408 0.9956873
669 422 0.94920844
669 427 0.95462024
669 436 0.9969081
669 441 0.9834683
669 443 0.9106052
669 460 0.9615546
669 462 0.9987796
669 766 0.91913974
669 917 0.97845185
669 923 0.9038485
670 3 0.9552714
670 7 0.994659
670 11 0.98086584
670 13 0.91092026
670 34 0.96622425
670 50 0.9751893
670 74 0.93916196
670 84 0.96734065
670 120 0.95343757
670 125 0.9651648
670 151 0.9843785
670 257 0.96209466
670 274 0.97317535
670 289 0.99161845
670 323 0.99970394
670 328 0.9395807
670 329 0.99296725
670 363 0.9962507
670 460 0.923682
670 461 0.9257864
670 932 0.9196937
670 989 0.96445936
670 1167 0.98481303
670 1168 0.97524977
670 1170 0.9207569
670 1171 0.97657096
671 68 0.94692695
671 460 0.99116266
672 109 0.9903319
672 176 0.9061259
672 195 0.9000257
672 279 0.9995097
672 310 0.97338223
672 427 0.9745958
672 443 0.9989741
672 461 0.91181076
673 27 0.9514533
673 49 0.9390894
673 50 0.9986771
673 65 0.9311019
673 68 0.9994708
673 75 0.9330433
673 84 0.94939274
673 125 0.92739946
673 195 0.96478957
673 222 0.9923921
673 224 0.97567534
673 289 0.97944045
673 312 0.9792555
673 327 0.99013585
673 328 0.97927517
673 375 0.9668269
673 431 0.99534446
673 460 0.9652308
673 462 0.996813
673 476 0.95015144
673 483 0.98906785
673 708 0.9859115
673 986 0.92088574
673 994 0.96557015
673 999 0.9957873
673 1184 0.9684425
674 27 0.98068386
674 50 0.9914129
674 109 0.9226792
676 27 0.99404496
676 49 0.93288267
676 50 0.9157902
676 103 0.9225025
676 140 0.91770244
676 289 0.9978569
676 327 0.91180474
676 329 0.98739654
676 363 0.96222895
676 408 0.9278787
677 27 0.9972837
677 99 0.99782395
677 165 0.9761939
677 233 0.9313374
677 247 0.92990285
677 289 0.94261914
677 329 0.92429465
677 395 0.98795974
677 408 0.9188626
677 461 0.9872006
678 99 0.98992
678 120 0.92742753
678 151 0.9963547
678 165 0.91463304
678 279 0.99581546
678 323 0.9914807
678 367 0.9590111
678 462 0.9868826
679 165 0.97206736
679 431 0.9806058
679 462 0.9514407
680 166 0.9137108
681 151 0.9886048
681 328 0.92593324
681 431 0.93087375
681 461 0.9548127
681 989 0.91706395
681 994 0.95376444
682 68 0.90021676
682 318 0.9733385
683 13 0.98865414
683 27 0.997109
683 151 0.91409653
683 165 0.99533373
683 289 0.98665744
683 310 0.9739402
683 329 0.9546071
684 27 0.9981993
684 50 0.96779656
684 87 0.9589757
684 109 0.99956805
684 165 0.9844661
684 166 0.97803473
684 186 0.93557346
684 257 0.95871013
684 289 0.9560241
684 303 0.97978
684 310 0.9974026
684 375 0.99670875
684 408 0.96415174
684 436 0.9911601
684 462 0.99718386
684 1170 0.99382246
685 109 0.93784887
685 289 0.9168857
686 61 0.97121644
686 120 0.94807965
686 427 0.9643018
686 461 0.98512775
686 606 0.9287307
687 50 0.99408793
687 116 0.93703145
687 165 0.962065
687 222 0.9254772
687 257 0.9212708
687 395 0.98404515
687 988 0.97017056
688 68 0.9811187
688 125 0.92412865
688 395 0.99549013
688 460 0.9323487
690 27 0.9379271
690 460 0.9973084
691 436 0.9963348
692 7 0.996053
692 23 0.92624754
692 27 0.9595958
692 50 0.9946871
692 140 0.9535068
692 195 0.975086
692 289 0.99847597
692 310 0.9898112
693 257 0.98201627
693 323 0.9262057
693 462 0.9161052
694 13 0.99193925
694 323 0.9866963
694 329 0.99393386
694 460 0.9035476
695 11 0.9318232
695 27 0.99796546
695 50 0.9970385
695 72 0.92372996
695 75 0.95411676
695 90 0.9820462
695 109 0.9534884
695 116 0.9714068
695 233 0.92891943
695 241 0.98568755
695 244 0.94553137
695 247 0.97251296
695 274 0.9691122
695 279 0.9585802
695 303 0.9896966
695 320 0.99235755
695 323 0.9787733
695 328 0.99167085
695 359 0.99486345
695 363 0.95841753
695 375 0.99931216
695 424 0.997689
695 427 0.95637643
695 431 0.9822954
695 443 0.97708863
695 460 0.9998323
695 461 0.9992805
695 547 0.9939116
695 739 0.9492537
695 858 0.928614
695 917 0.9629447
695 988 0.90177
695 1168 0.9346786
695 1170 0.9971812
695 1189 0.9615729
695 1497 0.96633965
696 50 0.99997103
696 99 0.99827254
696 165 0.95940727
696 166 0.9020948
696 242 0.90059835
696 244 0.90167516
696 279 0.9818256
696 395 0.94093716
696 443 0.9705903
696 462 0.942956
697 27 0.94256383
697 49 0.98167014
697 109 0.992336
697 165 0.9678283
697 224 0.91523135
697 280 0.97738147
697 436 0.9617701
697 986 0.9024804
697 1170 0.978626
698 109 0.98281336
699 109 0.94761443
699 331 0.91963494
700 109 0.9943956
701 11 0.9129105
701 49 0.9080451
701 50 0.9999453
701 99 0.9950493
701 116 0.9478187
701 166 0.9933343
701 195 0.9406413
701 247 0.9948873
701 460 0.9611216
702 50 0.9797079
702 279 0.9892664
702 461 0.9799903
703 50 0.9693718
703 427 0.90638435
704 27 0.9709858
704 151 0.9691402
704 323 0.9847973
704 395 0.96580106
704 461 0.99484706
705 50 0.97006845
705 244 0.92196083
705 279 0.9532759
705 310 0.9744372
705 375 0.9787637
705 436 0.9608813
705 461 0.9767581
705 462 0.94650227
705 990 0.9063329
706 50 0.98580813
707 122 0.9782736
707 166 0.9676765
707 460 0.9881092
708 61 0.9987006
708 109 0.92963594
708 151 0.996609
708 242 0.98637134
708 279 0.97248757
708 289 0.9143523
708 363 0.9741054
708 431 0.97555625
708 436 0.95152295
708 443 0.9347384
708 461 0.928549
